,labels,text
237,de,eu Sitz der EASA in Köln Die Agentur der Europäischen Union für Flugsicherheit ( EASA ; englisch E uropean Union A viation S afety A gency ) [3] ist die Flugsicherheitsbehörde der Europäischen Union für die zivile Luftfahrt
238,de, Juli 2002 auf Beschluss des Europäischen Parlaments und des Rats der Europäischen Union gegründet (Verordnung (EG) Nr
239,de," 1592/2002, [2] inzwischen ersetzt durch die Verordnung (EG) Nr"
240,de," 216/2008, [4] welche wiederum durch die Verordnung (EU) 2018/1139 ersetzt wurde)"
241,de," Sie hat ihren Sitz in Köln – zunächst ab November 2004 im Kölntriangle in Köln-Deutz , seit Juni 2016 am Konrad-Adenauer-Ufer 3 [5] "
242,de, Der Betrieb startete am 28
243,de," September 2003, [6] sie ist seit dem Jahr 2006 voll einsatzfähig"
244,de," Bevor die EASA nach Köln zog, hatte sie ihren Sitz in Brüssel "
245,de, Die EASA hat mehr als 800 Mitarbeiter
246,de, [7] Inhaltsverzeichnis 1 Vorgänger 2 Organisationsstruktur 3 Auftrag 3
247,de,1 Exekutive Aufgaben 3
248,de,"2 Zukünftige Aufgaben 4 Kritik 5 Weblinks 6 Einzelnachweise Vorgänger [ Bearbeiten | Quelltext bearbeiten ] Bevor die EASA im Jahre 2003 ihren Betrieb aufgenommen hat, waren alle europäischen Staaten für die Flugsicherheit selbst verantwortlich"
249,de," Es wurden jedoch bereits Versuche unternommen, die Sicherheitsbestimmungen zu harmonisieren"
250,de, Zu diesem Zweck wurde das technische Gremium Joint Aviation Authorities (JAA) gegründet
251,de," Mitglieder des Gremiums waren 37 Staaten aus der Europäischen Zivilluftfahrt-Konferenz ( European Civil Aviation Conference , ECAC), darunter alle Mitglieder der EU"
252,de," Allerdings waren in den JAA verschiedene Interpretationen der Flugsicherheit möglich, was die Harmonisierung sehr erschwerte und die Kosten in die Höhe trieb"
253,de," Des Weiteren brauchte das Gremium für eine Entscheidung die Zustimmung aller Mitgliedstaaten , was den Prozess weiter erschwerte"
254,de," Organisationsstruktur [ Bearbeiten | Quelltext bearbeiten ] Die EASA wird durch einen Exekutivdirektor geleitet, der die Sicherheitsentscheidungen der Behörde trifft"
255,de," [8] Er wird vom Verwaltungsrat ( Management Board ) der Behörde unterstützt, in den alle Mitgliedstaaten der Europäischen Union , die Europäische Kommission sowie Norwegen , Island , Liechtenstein und die Schweiz Vertreter entsenden"
256,de, [9] Der 2020 neu ernannte Leiter der Luftfahrtbehörde Großbritanniens ( CAA ) kündigte am 5
257,de," Juni 2020 an, dass Großbritannien im Zuge des Brexit seine Mitgliedschaft in der EASA bis zum Jahresende beenden und sämtliche bislang von ihr wahrgenommenen Aufgaben selbst übernehmen werde"
258,de," [10] Dem Verwaltungsrat ist ein beratendes Gremium ( EASA Advisory Board ) beigeordnet, das sich aus Organisationen zusammensetzt, die die Interessen des Flugpersonals, der Hersteller, von gewerblichen und allgemeinen Flugdienstbetreibern, von Schulungsorganisationen und flugbasierenden Sportarten vertreten"
259,de, Exekutivdirektor der EASA ist seit dem 1
260,de, September 2013 Patrick Ky 
261,de," [11] Er übernahm den Posten von dem Franzosen Patrick Goudou , der diesen seit der Gründung der EASA im Jahr 2003 innehatte"
262,de," Auftrag [ Bearbeiten | Quelltext bearbeiten ] Die EASA hat die Aufgabe, einheitliche und hohe Sicherheits- und Umweltstandards auf europäischer Ebene zu erstellen und zu überwachen"
263,de," Des Weiteren gehören unzählige Vorschriften, Aktualisierungen, Inspektionen, Standardisierungen sowie viele Sprachen dazu"
264,de, [12] Sie berät hierbei die Europäische Kommission mit ihrem Fachwissen auf den Gebieten Flugsicherheit und Abschluss internationaler Abkommen
265,de, Sie wird vom Europäischen Parlament kontrolliert
266,de," Exekutive Aufgaben [ Bearbeiten | Quelltext bearbeiten ] Die EASA ist berechtigt, verschiedene exekutive Aufgaben in den Bereichen Flugsicherheit , Zulassungen für zivile Flugzeuge, Hubschrauber etc"
267,de, und bei der Zulassung von Konstruktions- und Produktionsbetrieben (z
268,de, Fluggesellschaften) wahrzunehmen
269,de, Zu den exekutiven Aufgaben gehört auch eine regelmäßige Kontrolle der Konstruktions- und Produktionsbetriebe
270,de, Dazu werden zum Beispiel Bauvorschriften (Zulassungsvorschriften) herausgegeben: [13] AMC-20 Generelle Zulassungsforderungen CS-22 Segelflugzeuge und Motorsegler CS-23 Kurzstrecken flugzeuge CS-25 Großflugzeuge CS-26 Zusätzliche Anforderungen an den Betrieb CS-27 Kleine Hubschrauber CS-29 Große Hubschrauber CS-31GB Gasballon CS-31HB Heißluftballon CS-31TGB Fesselballon CS-34 Triebwerksemissionen CS-36 Fluglärmbestimmungen CS-APU Hilfstriebwerke CS-AWO Allwetterbetrieb (All Weather Operations) CS-Definitions Definitionen CS-E Antriebe CS-ETSO Europäische Technische Standard Forderungen CS-LSA Leichte Sportflugzeuge CS-P Propeller CS-SIMD Simulatordaten CS-STAN Standardänderungen und Standardreparaturverfahren CS-VLA Ultraleichtflugzeuge (Very Light Aeroplanes) CS-VLR Kleinsthubschrauber (Very Light Rotorcraft) CS-MMEL Minimumausrüstungsliste CS-GEN-MMEL Generische Minimumausrüstungsliste CS-CCD Kabinenpersonal Daten CS-FCD Flugpersonal Daten Siehe auch : Bauvorschriften der Europäischen Agentur für Flugsicherheit Die EASA war u
271,de, für die Zulassung des Airbus A380 im Dezember 2006 zuständig
272,de, [14] Zu den Kontrollaufgaben im Bereich des Flugbetriebs gehört z
273,de, die Datensammlung und -aufbereitung zur Aktualisierung der Liste der Betriebsuntersagungen für den Luftraum der Europäischen Union („Schwarze Liste“ der in Europa nicht flugberechtigten Fluggesellschaften) der Europäischen Kommission
274,de, Sie ist hingegen nicht für die Prävention illegaler Handlungen (z
275,de, Flugzeugentführungen) verantwortlich
276,de, Dies obliegt den Mitgliedstaaten 
277,de," Zukünftige Aufgaben [ Bearbeiten | Quelltext bearbeiten ] Es ist geplant, die EASA in Zukunft mit den oben genannten Kompetenzen, insbesondere mit der Zulassung des Flugpersonals, auszustatten"
278,de," Solange jedoch die Erweiterung der Grundverordnung nicht bestätigt ist, sind die Mitgliedstaaten für die genannten Bereiche selbst verantwortlich"
279,de, Mittlerweile werden die Prüfungen für Luftfahrzeugtechniker in Deutschland in zivilen Unternehmen nach Verordnungen der EU durchgeführt
280,de, Zuständig hierfür ist das Luftfahrt-Bundesamt 
281,de," Kritik [ Bearbeiten | Quelltext bearbeiten ] Der Europäische Rechnungshof veröffentlichte 2012 einen Bericht zum Thema Behandlung von Interessenkonflikten in ausgewählten EU-Agenturen , in dessen Rahmen auch die EASA untersucht wurde"
282,de," Dabei stellten die Prüfer fest, dass die EASA keinerlei Mechanismen eingerichtet hatte, die Einflussnahmen und Interessenkonflikte verhindern oder zumindest reduzieren würden"
283,de, „Mit Ausnahme der für Genehmigungen und Normierung zuständigen Abteilung der EASA verfügt diese nicht über Interessenkonflikte betreffende interne Handlungsleitlinien und Verfahren
284,de,“ – Europäischer Rechnungshof (EuRH) : Sonderbericht Nr
285,de," 15/2012, Behandlung vom Interessenkonflikten in ausgewählten EU-Agenturen [15] In den untersuchten vier Bereichen Sachverständige , Personal , Verwaltungsrat sowie der Widerspruchs-/Beschwerdekammer für von der EASA getroffenen Entscheidungen kam der EuRH zu dem Ergebnis, dass die Behandlung von Interessenkonflikten „nicht angemessen“ sei, „da interne Handlungsleitlinien und Verfahren der Agentur fehlen"
286,de,"“ [15] Weblinks [ Bearbeiten | Quelltext bearbeiten ] Commons : Europäische Agentur für Flugsicherheit – Sammlung von Bildern, Videos und Audiodateien Wiktionary: Europäische Agentur für Flugsicherheit – Bedeutungserklärungen, Wortherkunft, Synonyme, Übersetzungen EASA auf der offiziellen Website der Europäischen Union europa"
287,de,eu Offizielle Website Mitglieder der EASA Zugelassene Luftfahrzeuge Einzelnachweise [ Bearbeiten | Quelltext bearbeiten ] ↑ Homepage EASA Press releases vom 13
288,de," März 2013 Patrick Ky appointed as new EASA Executive Director , abgerufen am 14"
289,de, März 2013 ↑ a b Verordnung (EG) Nr
290,de, 1592/2002 des Europäischen Parlaments und des Rates vom 15
291,de," Juli 2002 zur Festlegung gemeinsamer Vorschriften für die Zivilluftfahrt und zur Errichtung einer Europäischen Agentur für Flugsicherheit , abgerufen am 22"
292,de,"eu/copyright-disclaimer Copyright, Disclaimer and Confidentiality ↑ Verordnung (EG) Nr"
293,de, 216/2008 des Europäischen Parlaments und des Rates vom 20
294,de," Februar 2008 zur Festlegung gemeinsamer Vorschriften für die Zivilluftfahrt und … , abgerufen am 22"
295,de, Mai 2013 ↑ Can we help you? | EASA
296,de, ↑ Europäische Agentur für Flugsicherheit (EASA) am Start
297,de," Pressemitteilung der EU, 2"
298,de, ↑ EASA – The Agency auf: easa
299,de,eu ↑ Agency Organisation Structure
300,de," EASA, abgerufen am 9"
301,de, April 2018 (englisch)
302,de," EASA, abgerufen am 9"
303,de, April 2018 (englisch)
304,de," ↑ Flight International, 16"
305,de," Juni 2020 (englisch), S"
306,de,eu/the-agency/agency-organisation-structure/executive-director ↑ EASA: Köln ist Europa-Zentrale für Flugsicherheit
307,de," ↑ Zulassungsübersicht auf der EASA-Website ↑ Pressemitteilung von EADS , abgerufen am 13"
308,de, ↑ a b Behandlung vom Interessenkonflikten in ausgewählten EU-Agenturen
309,de," (PDF; 1,7 MB) Sonderbericht Nr"
310,de," Europäischer Rechnungshof , 2012, abgerufen am 26"
311,de," Exekutivdirektoren der Europäischen Agentur für Flugsicherheit Patrick Goudou (2003–2013) • Patrick Ky (seit 2013) Europaische Union Agenturen der Europäischen Union Agenturen: Agentur der Europäischen Union für Cybersicherheit | Agentur der Europäischen Union für Grundrechte | Agentur der Europäischen Union für das Weltraumprogramm | Agentur für die Zusammenarbeit der Energieregulierungsbehörden | Amt der Europäischen Union für geistiges Eigentum | Europäische Agentur für das Betriebsmanagement von IT-Großsystemen | Europäische Agentur für die Grenz- und Küstenwache (Frontex) | Europäische Agentur für die Sicherheit des Seeverkehrs | Europäische Agentur für Flugsicherheit | Europäische Agentur für Sicherheit und Gesundheitsschutz am Arbeitsplatz | Europäische Arbeitsbehörde | Europäische Arzneimittel-Agentur | Europäische Aufsichtsbehörde für das Versicherungswesen und die betriebliche Altersversorgung | Europäische Bankenaufsichtsbehörde | Europäische Behörde für Lebensmittelsicherheit | Europäische Beobachtungsstelle für Drogen und Drogensucht | Europäische Chemikalienagentur | Europäische Einheit für justizielle Zusammenarbeit (Eurojust) | Europäische Eisenbahnagentur | Europäische Fischereiaufsichtsagentur | Agentur der Europäischen Union für die Aus- und Fortbildung auf dem Gebiet der Strafverfolgung | Europäische Stiftung für Berufsbildung | Europäische Stiftung zur Verbesserung der Lebens- und Arbeitsbedingungen | Europäische Umweltagentur | Europäische Wertpapier- und Marktaufsichtsbehörde | Europäisches Institut für Gleichstellungsfragen | Europäisches Polizeiamt (Europol) | Europäisches Unterstützungsbüro für Asylfragen | Europäisches Zentrum für die Förderung der Berufsbildung | Europäisches Zentrum für die Prävention und die Kontrolle von Krankheiten | Gemeinschaftliches Sortenamt | Agentur zur Unterstützung des GEREK | Übersetzungszentrum für die Einrichtungen der Europäischen Union Agenturen für die Gemeinsame Sicherheits- und Verteidigungspolitik: Europäische Verteidigungsagentur | Institut der Europäischen Union für Sicherheitsstudien | Satellitenzentrum der Europäischen Union Agenturen der Europäischen Atomgemeinschaft: Euratom-Versorgungsagentur | Fusion for Energy Exekutivagenturen: Bildung und Kultur (EACEA) | Europäischer Forschungsrat (ERC) | Forschung (REA) | Gesundheit und Digitales (HADEA) | Klima, Infrastruktur und Umwelt (CINEA) | Innovationsrat und kleine und mittlere Unternehmen (EISMEA) 50"
312,de,"97273 Koordinaten: 50° 56′ 23,9″ N , 6° 58′ 21,8″ O Normdaten (Körperschaft): GND : 10125476-3 ( OGND , AKS ) | LCCN : no2013026088 | VIAF : 268555462 Abgerufen von „ https://de"
313,de,php?title=Europäische_Agentur_für_Flugsicherheit&oldid=219662611 “ Kategorien : Luftfahrtrecht Flugsicherheit Luftfahrtbehörde Agentur der Europäischen Union Behörde (Köln) Gegründet 2002 Luftverkehr (Europa) Europäische Organisation (Verkehrswesen)
314,es,"De Wikipedia, la enciclopedia libre Ir a la navegación Ir a la búsqueda Tsentralni Entidad subnacional Tsentralni Localización en el mapa de Rusia Coordenadas 46°11′56″N 40°50′29″E ﻿ / ﻿ 46"
315,es,841388888889 Entidad Posiólok • País Rusia Altitud • Media 98 m s
316,es, Población ( 2010 ) • Total 1 177 hab
317,es, Código postal 353067 Prefijo telefónico 86154 [ editar datos en Wikidata ] Tsentralni (en ruso : Центральный ) es un posiólok del raión de Bélaya Glina del krai de Krasnodar de Rusia 
318,es," Está situado 12 km al norte de Bélaya Glina y 192 km al nordeste de Krasnodar , la capital del krai "
319,es," Tenía 1 177 habitantes en 2010 [ 1 ] ​ Es cabeza del municipio Tsentrálnoye, al que pertenecen asimismo Vostochni , Západni , Maguistralni , Sadovi , Selektsioni y Semiónovodcheski "
320,es, Enlaces externos y referencias [ editar ] ↑ Población en 2010 (en ruso) Este artículo contiene datos geográficos extraídos de Google Earth y el mapa de Rusia de Yandex
321,es,"ru , accesible desde este enlace "
322,es," Este artículo es una traducción parcial de su correspondiente en la edición en ruso de Wikipedia, Центральный (Краснодарский край) "
323,es, Control de autoridades Proyectos Wikimedia Datos: Q9090460 Lugares OKATO : 03207810001 Datos: Q9090460 Obtenido de « https://es
324,es,"php?title=Tsentralni_(Bélaya_Glina,_Krasnodar)&oldid=123685206 » Categoría : Localidades del raión de Bélaya Glina del krai de Krasnodar Categorías ocultas: Wikipedia:Páginas con argumentos formatnum no numéricos Wikipedia:Artículos con datos por trasladar a Wikidata Wikipedia:Artículos con datos locales Wikipedia:Artículos con ficha sin actualizar Wikipedia:Artículos con identificadores OKATO"
325,es,"De Wikipedia, la enciclopedia libre Ir a la navegación Ir a la búsqueda Emil Məhərrəmov Carrera deportiva Representante de Azerbaiyán Azerbaiyán Deporte Boxeo Medallero Boxeo masculino Evento O P B Campeonato Mundial 0 0 1 [ editar datos en Wikidata ] Emil Məhərrəmov –también escrito como Emil Maharramov – es un deportista azerbaiyano que compitió en boxeo "
326,es," Ganó una medalla de bronce en el Campeonato Mundial de Boxeo Aficionado de 2005 , en el peso superligero"
327,es, [ 1 ] ​ Palmarés internacional [ editar ] Campeonato Mundial Año Lugar Medalla Categoría 2005 Mianyang ( China ) 03 ! 64 kg Referencias [ editar ] ↑ «Emil Məhərrəmov» 
328,es, Control de autoridades Proyectos Wikimedia Datos: Q104640106 Datos: Q104640106 Obtenido de « https://es
329,es,php?title=Emil_Məhərrəmov&oldid=143098732 » Categorías : Personas no categorizadas por sexo Nacidos en año desconocido Boxeadores de Azerbaiyán Categoría oculta: Wikipedia:Artículos con datos por trasladar a Wikidata
330,es,"De Wikipedia, la enciclopedia libre Ir a la navegación Ir a la búsqueda Inverniza Parentesco híbrido Progenitor desconocido Nombre comercial 'Inverniza' Origen España , tiene su origen en Vélez Rubio , Provincia de Almería , Andalucía "
331,es," [ editar datos en Wikidata ] Inverniza es un cultivar de higuera de tipo higo común Ficus carica , unífera es decir produce una sola cosecha por temporada, los higos de verano-otoño, de higos de epidermis con color de fondo verde intenso con sobre color verde ceniciento, lenticelas escasas de tamaño mediano y color blanco"
332,es," [ 1 ] ​ [ 2 ] ​Es oriunda de Vélez Rubio , Provincia de Almería , Andalucía , se está cultivando en el vivero de ANSE ""Asociación de Naturalistas del Sureste"", donde cultivan variedades frutícolas y hortícolas de la herencia para su conservación y recuperación de su cultivo"
333,es, [ 3 ] ​ [ 4 ] ​ [ 5 ] ​ Índice 1 Sinonímia 2 Historia 3 Características 4 Cultivo y usos 5 Véase también 6 Referencias 7 Bibliografía 8 Enlaces externos Sinonímia [ editar ] „Higo Invernizo“
334,es, [ 6 ] ​ [ 7 ] ​ [ 8 ] ​ „Higo de San Antón“ „Higuera Hivernesca“ „Higuera Inverniza“ „Ficus carica L
335,es,"“ Historia [ editar ] Nuestra higuera Ficus carica , procede de Oriente Medio y sus frutos formaron parte de la dieta de nuestros más lejanos antepasados"
336,es, Se cree que fueron fenicios y griegos los que difundieron su cultivo por toda la cuenca del mar Mediterráneo 
337,es," Es un árbol muy resistente a la sequía, muy poco exigente en suelos y en labores en general"
338,es," [ 9 ] ​ Los higos secos son muy apreciados desde antiguo por sus propiedades energéticas, además de ser muy agradables al paladar por su sabor dulce y por su alto contenido en fibra; son muy digestivos al ser ricos en cradina , sustancia que resulta ser un excelente tónico para personas que realizan esfuerzos físicos e intelectuales"
